LID,Glottocode,Language,HasHeadMarkingForA,HasHeadMarkingForP,HasHeadMarkingForPOSS,HasHeadMarkingForS,HasHeadMarkingForATTR,HasDependentMarkingForA,HasDependentMarkingForP,HasDependentMarkingForPOSS,HasDependentMarkingForS,HasDependentMarkingForATTR,HasHeadMarkingForSAndA,HasHeadMarkingForSOrA,HasHeadMarkingForAAndP,HasHeadMarkingForAOrP,HasDependentMarkingForSAndA,HasDependentMarkingForSOrA,HasDependentMarkingForAAndP,HasDependentMarkingForAOrP,LocusOfMarkingForUStim,LocusOfMarkingForADefault,LocusOfMarkingForSDefault,LocusOfMarkingForAct,LocusOfMarkingForUDefault,LocusOfMarkingForSDefaultIfOther,LocusOfMarkingForAExp,LocusOfMarkingForAAnim,LocusOfMarkingForTDefault,LocusOfMarkingForBDefault,LocusOfMarkingForGDefault,LocusOfMarkingForPat,LocusOfMarkingForUEmp,LocusOfMarkingForUDef,LocusOfMarkingForTDef,LocusOfMarkingForTEmp,LocusOfMarkingForUDefaultIfOther,LocusOfMarkingForBRec,LocusOfMarkingForBBen,LocusOfMarkingForLocative,LocusOfMarkingForIDefault,LocusOfMarkingForAPoss,LocusOfMarkingForURef,LocusOfMarkingForPOSSDefault,LocusOfMarkingForATTRDefault,LocusOfMarkingForPOSSDefaultIfOther,LocusOfMarkingForPOSSDefaultIfN,LocusOfMarkingForPOSSDefaultIfNAlien,LocusOfMarkingForPOSSDefaultIfPro,LocusOfMarkingForATTRDefaultIfOther,LocusOfMarkingForSDefaultIfPro,LocusOfMarkingForADefaultIfPro,LocusOfMarkingForUDefaultIfPro,LocusOfMarkingForPOSSDefaultIfNInal,LocusOfMarkingForSDefaultIfNOrPro,LocusOfMarkingForADefaultIfNOrPro,LocusOfMarkingForPOSSDefaultIfNOrPro,LocusOfMarkingForBDefaultIfOther,LocusOfMarkingForTDefaultIfOther,LocusOfMarkingForADefaultIfOther,LocusOfMarkingForBDefaultIfPro,LocusOfMarkingForUDefaultIfSAP,LocusOfMarkingForPOSSDefaultIf1PERS,LocusOfMarkingForSDefaultIfSAP,LocusOfMarkingForADefaultIfSAP,LocusOfMarkingForUDefaultIf1PERS,LocusOfMarkingForPOSSDefaultIfNKin,LocusOfMarkingForUDefaultIfN,LocusOfMarkingForUDefaultIfNAnim,LocusOfMarkingForADefaultIfN,LocusOfMarkingBinned5ForUStim,LocusOfMarkingBinned5ForADefault,LocusOfMarkingBinned5ForSDefault,LocusOfMarkingBinned5ForAct,LocusOfMarkingBinned5ForUDefault,LocusOfMarkingBinned5ForSDefaultIfOther,LocusOfMarkingBinned5ForAExp,LocusOfMarkingBinned5ForAAnim,LocusOfMarkingBinned5ForTDefault,LocusOfMarkingBinned5ForBDefault,LocusOfMarkingBinned5ForGDefault,LocusOfMarkingBinned5ForPat,LocusOfMarkingBinned5ForUEmp,LocusOfMarkingBinned5ForUDef,LocusOfMarkingBinned5ForTDef,LocusOfMarkingBinned5ForTEmp,LocusOfMarkingBinned5ForUDefaultIfOther,LocusOfMarkingBinned5ForBRec,LocusOfMarkingBinned5ForBBen,LocusOfMarkingBinned5ForLocative,LocusOfMarkingBinned5ForIDefault,LocusOfMarkingBinned5ForAPoss,LocusOfMarkingBinned5ForURef,LocusOfMarkingBinned5ForPOSSDefault,LocusOfMarkingBinned5ForATTRDefault,LocusOfMarkingBinned5ForPOSSDefaultIfOther,LocusOfMarkingBinned5ForPOSSDefaultIfN,LocusOfMarkingBinned5ForPOSSDefaultIfNAlien,LocusOfMarkingBinned5ForPOSSDefaultIfPro,LocusOfMarkingBinned5ForATTRDefaultIfOther,LocusOfMarkingBinned5ForSDefaultIfPro,LocusOfMarkingBinned5ForADefaultIfPro,LocusOfMarkingBinned5ForUDefaultIfPro,LocusOfMarkingBinned5ForPOSSDefaultIfNInal,LocusOfMarkingBinned5ForSDefaultIfNOrPro,LocusOfMarkingBinned5ForADefaultIfNOrPro,LocusOfMarkingBinned5ForPOSSDefaultIfNOrPro,LocusOfMarkingBinned5ForBDefaultIfOther,LocusOfMarkingBinned5ForTDefaultIfOther,LocusOfMarkingBinned5ForADefaultIfOther,LocusOfMarkingBinned5ForBDefaultIfPro,LocusOfMarkingBinned5ForUDefaultIfSAP,LocusOfMarkingBinned5ForPOSSDefaultIf1PERS,LocusOfMarkingBinned5ForSDefaultIfSAP,LocusOfMarkingBinned5ForADefaultIfSAP,LocusOfMarkingBinned5ForUDefaultIf1PERS,LocusOfMarkingBinned5ForPOSSDefaultIfNKin,LocusOfMarkingBinned5ForUDefaultIfN,LocusOfMarkingBinned5ForUDefaultIfNAnim,LocusOfMarkingBinned5ForADefaultIfN,LocusOfMarkingBinned6ForUStim,LocusOfMarkingBinned6ForADefault,LocusOfMarkingBinned6ForSDefault,LocusOfMarkingBinned6ForAct,LocusOfMarkingBinned6ForUDefault,LocusOfMarkingBinned6ForSDefaultIfOther,LocusOfMarkingBinned6ForAExp,LocusOfMarkingBinned6ForAAnim,LocusOfMarkingBinned6ForTDefault,LocusOfMarkingBinned6ForBDefault,LocusOfMarkingBinned6ForGDefault,LocusOfMarkingBinned6ForPat,LocusOfMarkingBinned6ForUEmp,LocusOfMarkingBinned6ForUDef,LocusOfMarkingBinned6ForTDef,LocusOfMarkingBinned6ForTEmp,LocusOfMarkingBinned6ForUDefaultIfOther,LocusOfMarkingBinned6ForBRec,LocusOfMarkingBinned6ForBBen,LocusOfMarkingBinned6ForLocative,LocusOfMarkingBinned6ForIDefault,LocusOfMarkingBinned6ForAPoss,LocusOfMarkingBinned6ForURef,LocusOfMarkingBinned6ForPOSSDefault,LocusOfMarkingBinned6ForATTRDefault,LocusOfMarkingBinned6ForPOSSDefaultIfOther,LocusOfMarkingBinned6ForPOSSDefaultIfN,LocusOfMarkingBinned6ForPOSSDefaultIfNAlien,LocusOfMarkingBinned6ForPOSSDefaultIfPro,LocusOfMarkingBinned6ForATTRDefaultIfOther,LocusOfMarkingBinned6ForSDefaultIfPro,LocusOfMarkingBinned6ForADefaultIfPro,LocusOfMarkingBinned6ForUDefaultIfPro,LocusOfMarkingBinned6ForPOSSDefaultIfNInal,LocusOfMarkingBinned6ForSDefaultIfNOrPro,LocusOfMarkingBinned6ForADefaultIfNOrPro,LocusOfMarkingBinned6ForPOSSDefaultIfNOrPro,LocusOfMarkingBinned6ForBDefaultIfOther,LocusOfMarkingBinned6ForTDefaultIfOther,LocusOfMarkingBinned6ForADefaultIfOther,LocusOfMarkingBinned6ForBDefaultIfPro,LocusOfMarkingBinned6ForUDefaultIfSAP,LocusOfMarkingBinned6ForPOSSDefaultIf1PERS,LocusOfMarkingBinned6ForSDefaultIfSAP,LocusOfMarkingBinned6ForADefaultIfSAP,LocusOfMarkingBinned6ForUDefaultIf1PERS,LocusOfMarkingBinned6ForPOSSDefaultIfNKin,LocusOfMarkingBinned6ForUDefaultIfN,LocusOfMarkingBinned6ForUDefaultIfNAnim,LocusOfMarkingBinned6ForADefaultIfN
378,tiwi1244,Tiwi,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,Ø,,,H,,D,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,Ø,,,H,,D,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,Ø,,,H,,D,,,,,,,,,,,,,,,,,,,,,
379,tlin1245,Tlingit,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,D,,,,Ø,,,,,,,,,,,,,,H,,,,,H+D,,,,,,,,,,,D,,,,,,,,,,,,H,H,,H,D,,,,Ø,,,,,,,,,,,,,,H,,,,,2,,,,,,,,,,,D,,,,,,,,,,,,H,H,,H,D,,,,Ø,,,,,,,,,,,,,,H,,,,,2,,,,,,,,,,,D,,,,,,,,,,
382,tonk1249,Tonkawa,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,
383,trum1247,Trumaí,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,D,D,,D,H+D,,,,D,,,,,,,H+D,,,,,,,D,Ø,,,,,,,,,multiple,,,,,,,,,,,,,,,,,,D,D,,D,2,,,,D,,,,,,,2,,,,,,,D,Ø,,,,,,,,,multiple,,,,,,,,,,,,,,,,,,D,D,,D,2,,,,D,,,,,,,2,,,,,,,D,Ø,,,,,,,,,multiple,,,,,,,,,,,,,,,,
384,tuka1249,Tukang Besi,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,,Hh+D,Hh+D,,D on H,,,,,D on H,,,,,,,,,,,,,,D on H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,FloatingorClitic,,,,,FloatingorClitic,,,,,,,,,,,,,,FloatingorClitic,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D on H,,,,,D on H,,,,,,,,,,,,,,D on H,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
385,shos1248,Tümpisa Shoshone,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,
386,tuni1252,Tunica,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,
387,tuvi1240,Tuva,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,D,,,,,D,,,,,,,,,,,,,,H+D,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,2,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,2,Ø,,,,,,,,,,,,,,,,,,,,,,,,,
388,tzut1248,Tzutujil,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,H,Ø,,,,,d,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,Ø,,,,,D,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,Ø,,,,,D,,,,,,,,,,,,,,,,,,,,
390,ngar1284,Ungarinjin,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,H,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,H,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,H,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,H,,,,,,,,,,,,,,,,
391,urad1238,Uradhi,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,D,D,,D,,,,,D,,,,,,,,,,,,,,DD,,,,,,,,,,D,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,D,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,D,,,,,,,,,,,,,,,,
393,usan1239,Usan,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,h,,,,,,,,,,,,,,,,,,,H,Ø,,,,D,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,Ø,,,,D,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,Ø,,,,D,,,,,,,,,,,,,,,,,,,,,
395,vani1248,Vanimo,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,Ø,,,,,,,,,,,,,,,,,,,H,Ø,,,,Ø,d,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,,,,,,,,,,,,,,,H,Ø,,,,Ø,D,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,,,,,,,,,,,,,,,H,Ø,,,,Ø,D,,,,,,,,,,,,,,,,,,,,
397,waor1240,Waorani,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,Ø,,,,,,,,,,,,,,,,,,,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,,,,,,,,,,,,,,,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,Ø,,,,,,,,,,,,,,,,,,,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,
398,wapp1239,Wappo,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,Ø,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,Ø,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,Ø,,,,,,,,,,,,,,,,
399,wara1303,Warao,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,d,d,,d,,,,,D,,,,,,,,,,,,,,H/D,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,wara1290,Waray,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,
401,ward1246,Wardaman,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,D,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,
402,ware1253,Warembori,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,H,H,,h,,,,,D,,,,,,,,,,,,,,H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D,,,,,,,,,,,,,,H,H,,,,,,,,,,,,,,,,,,,,,,,,,
404,warl1254,Warlpiri,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,H+D,,,,H+D,H+D,,,,,,,,,,,,,,D,,H,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,2,2,,,,,,,,,,,,,,D,,H,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,2,2,,,,,,,,,,,,,,D,,H,,,,,,,,,,,,,,,,,,,,,,,,
405,wand1263,Warndarang,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,multiple,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,multiple,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,multiple,,,,,,,,,,,,,,,,,,,,,
406,wash1253,Washo,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,D,,,,,,,H,,,,,,,,,,,,,,,,D,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,D,,,,,,,H,,,,,,,,,,,,,,,,D,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,D,,,,,,,H,,,,,,,,,,,,,,,,D,,,,,,,,,,
407,wask1241,Waskia,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H+d,H+d,,H+d,,,,,,,,,,,,,,,,,,,H,Ø,D,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,Ø,D,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,H,Ø,D,,,,,,,,,,,,,,,,,,,,,,,,
408,west2443,Wemba Wemba,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,F+D,F+D,,F+D,,,,,,,,,,,,,,,,,,,H+D,,multiple,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,2,,multiple,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,,,,,,,,2,,multiple,,,,,,,,,,,,,,,,,,,,,,,,
409,wint1259,Wintu,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,F+D,,,,,,,,,,,,D,,,,,,,D,,,,H,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,D,,,,,,,D,,,,H,,,,,,,,,,,,,,,,,,,,,,,,2,2,,2,,,,,,,,,,,,D,,,,,,,D,,,,H,,,,,,,,,,,,,,,,,,,,,,
411,wasc1239,Wishram,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,D on H,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,FloatingorClitic,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,D on H,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,
413,khin1240,Xinalug,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,D,H+D,,H+D,,,,,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,D,2,,2,,,,,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,D,2,,2,,,,,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
414,yagu1244,Yagua,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,f,Ø,,,,f,,,,,,,Ø,,,,,,,H,Ø,,,,,,,,,,,,,Ø,,Ø,,,Ø,,,,,,,,,H,H,,FloatingorClitic,Ø,,,,FloatingorClitic,,,,,,,Ø,,,,,,,H,Ø,,,,,,,,,,,,,Ø,,Ø,,,Ø,,,,,,,,,H,H,,F,Ø,,,,F,,,,,,,Ø,,,,,,,H,Ø,,,,,,,,,,,,,Ø,,Ø,,,Ø,,,,,,,
415,nini1235,retire_Yali,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,Ø,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,Ø,,,,,,,,,,,,,,,,,,,,,,,,
416,yank1247,Yankunytjara,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,D,D,,D,F,,,,D,,,,,,,F,,,,,,,D,,,,,,,,,,,,,,,,F,,,,,,,,,,,,D,D,,D,FloatingorClitic,,,,D,,,,,,,FloatingorClitic,,,,,,,D,,,,,,,,,,,,,,,,FloatingorClitic,,,,,,,,,,,,D,D,,D,F,,,,D,,,,,,,F,,,,,,,D,,,,,,,,,,,,,,,,F,,,,,,,,,,
418,yoku1256,Yokuts (Yawelmani),FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,,,D,D,,D,,,,,D,,,,,,,,,,,,,,D,D,,,,,,,,,,,,,,,,,,,,,,,,,
419,yess1239,Yessan-Mayo,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,Ø,Ø,,Ø,,,,,D,,,,,,,,,,,,,,H,,D,,,,,,,,,,,,,,,,,,,,,,,D,,,Ø,Ø,,Ø,,,,,D,,,,,,,,,,,,,,H,,D,,,,,,,,,,,,,,,,,,,,,,,D,,,Ø,Ø,,Ø,,,,,D,,,,,,,,,,,,,,H,,D,,,,,,,,,,,,,,,,,,,,,,,D,
420,yima1243,Yimas,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,H,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,H,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,H,,,,,,,,,,,,,,,D,,,,,,,,,,,,,,,,,,,,,,,,,,
421,yoru1245,Yoruba,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,,Ø,Ø,,H+D,,,,,D,,,,,,,,,,,,,,H,,,,,D,,D,D,D,,,,,,,,,,,,,,,,,,,Ø,Ø,,2,,,,,D,,,,,,,,,,,,,,H,,,,,D,,D,D,D,,,,,,,,,,,,,,,,,,,Ø,Ø,,2,,,,,D,,,,,,,,,,,,,,H,,,,,D,,D,D,D,,,,,,,,,,,,,,,,,
422,yuch1247,Yuchi,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,,,,,,,,,
423,nort2745,Yukagir (Tundra),TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,H+D,H+D,,D,,,,,D,,,,,,,,,,,,,,Ø,,H,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,Ø,,H,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,D,,,,,D,,,,,,,,,,,,,,Ø,,H,,,,,,,,,,,,,,,,,,,,,,,,
428,yuro1248,Yurok,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,H+d,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,H,,,,,,,,,,H,H,,H,,,,,,,,,,,,,,,,,,,H,,,,,,,,,,,,,,,,,,2,,,,,,,,
