"LID","LocusA.binned6","Locus.A.default.binned6","Locus.A.default.if.N.binned6","Locus.A.default.if.N_or_Pro.binned6","Locus.A.default.elsewhere.binned6","Locus.A.default.if.Pro.binned6","Locus.A.default.if.SAP.binned6","Locus.A.exp.binned6","Locus.A.poss.binned6","Locus.Act.binned6","Locus.ATTR.default.binned6","Locus.ATTR.default.elsewhere.binned6","Locus.B.ben.binned6","Locus.B.default.binned6","Locus.B.default.elsewhere.binned6","Locus.B.default.if.Pro.binned6","Locus.B.rec.binned6","Locus.G.default.binned6","Locus.I.default.binned6","LocusP.binned6","Locus.Pat.binned6","LocusPOSS.binned6","Locus.POSS.default.binned6","Locus.POSS.default.if.1PERS.binned6","Locus.POSS.default.if.N.binned6","Locus.POSS.default.if.N.alien.binned6","Locus.POSS.default.if.N.inal.binned6","Locus.POSS.default.if.N.kin.binned6","Locus.POSS.default.if.N_or_Pro.binned6","Locus.POSS.default.elsewhere.binned6","Locus.POSS.default.if.Pro.binned6","LocusS.binned6","Locus.S.default.binned6","Locus.S.default.if.N_or_Pro.binned6","Locus.S.default.elsewhere.binned6","Locus.S.default.if.Pro.binned6","Locus.S.default.if.SAP.binned6","Locus.T.def.binned6","Locus.T.default.binned6","Locus.T.default.elsewhere.binned6","Locus.T.emp.binned6","Locus.U.def.binned6","Locus.U.default.binned6","Locus.U.default.if.1PERS.binned6","Locus.U.default.if.N.binned6","Locus.U.default.elsewhere.binned6","Locus.U.default.if.Pro.binned6","Locus.U.default.if.SAP.binned6","Locus.U.emp.binned6","Locus.U.ref.binned6","Locus.U.stim.binned6","LocusAandP.dm.Presence","LocusAandP.hm.Presence","LocusA.dm.Presence","LocusA.hm.Presence","LocusAorP.dm.Presence","LocusAorP.hm.Presence","LocusARG.dm.Presence","LocusP.dm.Presence","LocusP.hm.Presence","LocusPOSS.dm.Presence","LocusPOSS.hm.Presence","LocusSandA.dm.Presence","LocusSandA.hm.Presence","LocusS.dm.Presence","LocusS.hm.Presence","LocusA","Locus.A.default","Locus.A.default.if.N","Locus.A.default.if.N_or_Pro","Locus.A.default.elsewhere","Locus.A.default.if.Pro","Locus.A.default.if.SAP","Locus.A.exp","Locus.A.poss","Locus.Act","LocusARG.hm.Presence","Locus.ATTR.default","Locus.ATTR.default.elsewhere","Locus.B.ben","Locus.B.default","Locus.B.default.elsewhere","Locus.B.default.if.Pro","Locus.B.rec","Locus.G.default","Locus.I.default","LocusP","Locus.Pat","LocusPOSS","Locus.POSS.default","Locus.POSS.default.if.1PERS","Locus.POSS.default.if.N.alien","Locus.POSS.default.if.N.inal","Locus.POSS.default.if.N.kin","Locus.POSS.default.if.N","Locus.POSS.default.if.N_or_Pro","Locus.POSS.default.elsewhere","Locus.POSS.default.if.Pro","LocusS","Locus.S.default","Locus.S.default.if.N_or_Pro","Locus.S.default.elsewhere","Locus.S.default.if.Pro","Locus.S.default.if.SAP","Locus.T.def","Locus.T.default","Locus.T.default.elsewhere","Locus.T.emp","Locus.U.def","Locus.U.default","Locus.U.default.if.1PERS","Locus.U.default.if.N","Locus.U.default.elsewhere","Locus.U.default.if.Pro","Locus.U.default.if.SAP","Locus.U.emp","Locus.U.ref","Locus.U.stim","LocusA.binned5","Locus.A.default.binned5","Locus.A.default.if.N.binned5","Locus.A.default.if.N_or_Pro.binned5","Locus.A.default.elsewhere.binned5","Locus.A.default.if.Pro.binned5","Locus.A.default.if.SAP.binned5","Locus.A.exp.binned5","Locus.A.poss.binned5","Locus.Act.binned5","Locus.ATTR.default.binned5","Locus.ATTR.default.elsewhere.binned5","Locus.B.ben.binned5","Locus.B.default.binned5","Locus.B.default.elsewhere.binned5","Locus.B.default.if.Pro.binned5","Locus.B.rec.binned5","Locus.G.default.binned5","Locus.I.default.binned5","LocusP.binned5","Locus.Pat.binned5","LocusPOSS.binned5","Locus.POSS.default.binned5","Locus.POSS.default.if.1PERS.binned5","Locus.POSS.default.if.N.binned5","Locus.POSS.default.if.N.alien.binned5","Locus.POSS.default.if.N.inal.binned5","Locus.POSS.default.if.N.kin.binned5","Locus.POSS.default.if.N_or_Pro.binned5","Locus.POSS.default.elsewhere.binned5","Locus.POSS.default.if.Pro.binned5","LocusS.binned5","Locus.S.default.binned5","Locus.S.default.if.N_or_Pro.binned5","Locus.S.default.elsewhere.binned5","Locus.S.default.if.Pro.binned5","Locus.S.default.if.SAP.binned5","Locus.T.def.binned5","Locus.T.default.binned5","Locus.T.default.elsewhere.binned5","Locus.T.emp.binned5","Locus.U.def.binned5","Locus.U.default.binned5","Locus.U.default.if.1PERS.binned5","Locus.U.default.if.N.binned5","Locus.U.default.elsewhere.binned5","Locus.U.default.if.Pro.binned5","Locus.U.default.if.SAP.binned5","Locus.U.emp.binned5","Locus.U.ref.binned5","Locus.U.stim.binned5"
387,"2","2",,,,,,,,,"Ø",,,"D",,,,,,"D",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"Ø",,,"D",,,,,,"D",,"H+D","H+D",,,,,,,,,"H+D","H+D",,,,,,,,,,"D",,,,,,,,,"2","2",,,,,,,,,"Ø",,,"D",,,,,,"D",,"2","2",,,,,,,,,"2","2",,,,,,,,,,"D",,,,,,,,
388,"H","H",,,,,,,,,"Ø","D",,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø","d",,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,"Ø","D",,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
390,"H","H",,,,,,,,,,,,"D",,,,,,"H",,"D","D",,,,"H",,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,"D",,,,,,"H",,"D","D",,,"H",,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,"D",,,,,,"H",,"D","D",,,,"H",,,,,"H","H",,,,,,,,,,"H",,,,,,,,
391,"D","D",,,,,,,,,,,,"D",,,,,,"D",,"D","D",,,,"D",,,,,"D","D",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"D","D",,,,,,,,,FALSE,,,,"D",,,,,,"D",,"DD","DD",,,"D",,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,"D","D",,,,,,,,,,,,"D",,,,,,"D",,"D","D",,,,"D",,,,,"D","D",,,,,,,,,,"D",,,,,,,,
393,"H","H",,,,,,,,,"Ø",,,,,,,,,"H",,"H","H",,,,,,,,"D","H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø",,,,,,,,,"h",,"H","H",,,,,,,,"D","H","H",,,,,,,,,,"h",,,,,,,,,"H","H",,,,,,,,,"Ø",,,,,,,,,"H",,"H","H",,,,,,,,"D","H","H",,,,,,,,,,"H",,,,,,,,
395,"H","H",,,,,,,,,"Ø","D",,,,,,,,"Ø",,"H","H",,,,,,,,"Ø","H","H",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø","d",,,,,,,,"Ø",,"H","H",,,,,,,,"Ø","H","H",,,,,,,,,,"Ø",,,,,,,,,"H","H",,,,,,,,,"Ø","D",,,,,,,,"Ø",,"H","H",,,,,,,,"Ø","H","H",,,,,,,,,,"Ø",,,,,,,,
397,"H","H",,,,,,,,,,,,,,,,,,"Ø",,"Ø","Ø",,,,,,,,,"H","H",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"Ø",,"Ø","Ø",,,,,,,,,"H","H",,,,,,,,,,"Ø",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,"Ø",,"Ø","Ø",,,,,,,,,"H","H",,,,,,,,,,"Ø",,,,,,,,
398,"D","D",,,,,,,,,,,,"D",,,,,,"D",,"D","D",,,,"Ø",,,,,"D","D",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"D","D",,,,,,,,,FALSE,,,,"D",,,,,,"D",,"D","D",,,"Ø",,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,"D","D",,,,,,,,,,,,"D",,,,,,"D",,"D","D",,,,"Ø",,,,,"D","D",,,,,,,,,,"D",,,,,,,,
399,"D","D",,,,,,,,,,,,"D",,,,,,"D",,,,,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"d","d",,,,,,,,,FALSE,,,,"D",,,,,,"d",,"H/D","H/D",,,,,,,,,"d","d",,,,,,,,,,"d",,,,,,,,,"D","D",,,,,,,,,,,,"D",,,,,,"D",,"2","2",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,
400,"2","2",,,,,,,,,,,,,,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,,,,,,,"H+D",,"D","D",,,,,,,,,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,
401,"2","2",,,,,,,,,,,,"D",,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,"D",,,,,,"H+D",,"D","D",,,,,,,,,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,,,,"D",,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,
402,"H","H",,,,,,,,,"H",,,"D",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"H",,,"D",,,,,,"h",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"h",,,,,,,,,"H","H",,,,,,,,,"H",,,"D",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
404,"2","2",,,,,,,,,,,,"2",,,,,,"2",,"D","D",,,,,,,"H",,"2","2",,,,,,"2",,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,"H+D",,,,,,"H+D",,"D","D",,,,,,,"H",,"H+D","H+D",,,,,,"H+D",,,,"H+D",,,,,,,,,"2","2",,,,,,,,,,,,"2",,,,,,"2",,"D","D",,,,,,,"H",,"2","2",,,,,,"2",,,,"2",,,,,,,,
405,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,"D","H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"H",,"H","H",,,,,,,,"D","H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,"D","H","H",,,,,,,,,,"H",,,,,,,,
406,"H","H",,,"D",,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,"D",,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,"D",,,,,,TRUE,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,"D",,,,,,"H","H",,,"D",,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,"D",,,,,
407,"2","2",,,,,,,,,"Ø",,,,,,,,,"2",,"H","H",,,,,,,"D",,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+d","H+d",,,,,,,,,TRUE,"Ø",,,,,,,,,"H+d",,"H","H",,,,,,,"D",,"H+d","H+d",,,,,,,,,,"H+d",,,,,,,,,"H","H",,,,,,,,,"Ø",,,,,,,,,"H",,"H","H",,,,,,,"D",,"H","H",,,,,,,,,,"H",,,,,,,,
408,"2","2",,,,,,,,,,,,,,,,,,"2",,"2","2",,,,,,,"D",,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"F+D","F+D",,,,,,,,,TRUE,,,,,,,,,,"F+D",,"H+D","H+D",,,,,,,"D",,"F+D","F+D",,,,,,,,,,"F+D",,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,"2",,"2","2",,,,,,,"D",,"2","2",,,,,,,,,,"2",,,,,,,,
409,"2","2",,,,,,,,,,,,,,,,,,"2",,"D","D",,,"H",,,,,,"2","2",,,,,,,,,,"2",,,"D",,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,,,,,,,"F+D",,"D","D",,"H",,,,,,,"H+D","H+D",,,,,,,,,,"F+D",,,"D",,,,,,"2","2",,,,,,,,,,,,,,,,,,"2",,"D","D",,,"H",,,,,,"2","2",,,,,,,,,,"2",,,"D",,,,,
411,"H","H",,,,,,,,,,,,"D on H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,"D on H",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,"FloatingorClitic",,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
413,"D","D",,,,,,,,,"D",,,"D",,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,"D","D",,,,,,,,,TRUE,"D",,,"D",,,,,,"H+D",,"D","D",,,,,,,,,"H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"D","D",,,,,,,,,"D",,,"D",,,,,,"2",,"D","D",,,,,,,,,"2","2",,,,,,,,,,"2",,,,,,,,
414,"H","H",,,"Ø",,,,,,"Ø",,,"F","Ø",,,,,"F",,"H","H","Ø",,,,,,,,"H","H",,"Ø",,,,,,,,"F",,,"Ø",,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,"Ø",,,,,,TRUE,"Ø",,,"f","Ø",,,,,"f",,"H","H","Ø",,,,,,,,"H","H",,"Ø",,,,,,,,"f",,,"Ø",,,,,,"H","H",,,"Ø",,,,,,"Ø",,,"FloatingorClitic","Ø",,,,,"FloatingorClitic",,"H","H","Ø",,,,,,,,"H","H",,"Ø",,,,,,,,"FloatingorClitic",,,"Ø",,,,,
415,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,"Ø",,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"H",,"H","H",,,,,,,"Ø",,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,"Ø",,"H","H",,,,,,,,,,"H",,,,,,,,
416,"D","D",,,"F",,,,,,,,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,"F",,,,,,,,"D",,,"F",,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"D","D",,,"F",,,,,,FALSE,,,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,"F",,,,,,,,"D",,,"F",,,,,,"D","D",,,"FloatingorClitic",,,,,,,,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,"FloatingorClitic",,,,,,,,"D",,,"FloatingorClitic",,,,,
418,"D","D",,,,,,,,,"D",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"D","D",,,,,,,,,FALSE,"D",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,"D","D",,,,,,,,,"D",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,
419,"Ø","Ø",,,,,,,,,,,,"D",,,,,,"Ø",,"H","H",,,,,,,"D",,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Ø","Ø",,,,,,,,,FALSE,,,,"D",,,,,,"Ø",,"H","H",,,,,,,"D",,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,,"Ø","Ø",,,,,,,,,,,,"D",,,,,,"Ø",,"H","H",,,,,,,"D",,"Ø","Ø",,,,,,,,,,"Ø",,,,,,,,
420,"H","H",,,,,,,,,,,,,,,,,,"H",,"D","D",,,,,,,,,"H","H",,,,,,"H",,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"H",,"D","D",,,,,,,,,"H","H",,,,,,"H",,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,"H",,"D","D",,,,,,,,,"H","H",,,,,,"H",,,,"H",,,,,,,,
421,"Ø","Ø",,,,"D",,,,,,,,"D",,,,,,"2",,"H","H",,,,,,,,"D","Ø","Ø",,,"D",,,,,,,"2",,,,"D",,,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Ø","Ø",,,,"D",,,,,TRUE,,,,"D",,,,,,"H+D",,"H","H",,,,,,,,"D","Ø","Ø",,,"D",,,,,,,"H+D",,,,"D",,,,,"Ø","Ø",,,,"D",,,,,,,,"D",,,,,,"2",,"H","H",,,,,,,,"D","Ø","Ø",,,"D",,,,,,,"2",,,,"D",,,,
422,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,,,,
423,"2","2",,,,,,,,,,,,"D",,,,,,"D",,"Ø","Ø",,,,,,,"H",,"2","2",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,"D",,,,,,"D",,"Ø","Ø",,,,,,,"H",,"H+D","H+D",,,,,,,,,,"D",,,,,,,,,"2","2",,,,,,,,,,,,"D",,,,,,"D",,"Ø","Ø",,,,,,,"H",,"2","2",,,,,,,,,,"D",,,,,,,,
428,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,"2",,,,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,"H+d",,,,"H","H",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,,,"H","H",,,,,,,,,,"H",,,,,"H",,,
429,"H","H",,,"2",,,,,,,,,"2",,,,,,"2",,"H","H",,,,,,,"D",,"H","H",,"2",,,,,,,,"2",,,,,,,,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H","H",,,"H+D",,,,,,TRUE,,,,"H+D",,,,,,"H+D",,"H","H",,,,,,,"D",,"H","H",,"H+D",,,,,,,,"H+D",,,,,,,,,"H","H",,,"2",,,,,,,,,"2",,,,,,"2",,"H","H",,,,,,,"D",,"H","H",,"2",,,,,,,,"2",,,,,,,,
432,"2","2",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,"F",,"H","H",,,,,,,,,,"H",,,,,,,,,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,,,,,,,"H",,"H","H",,,,,,,"F",,"H","H",,,,,,,,,,"H",,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,"H",,"H","H",,,,,,,"FloatingorClitic",,"H","H",,,,,,,,,,"H",,,,,,,,
433,"Ø","Ø",,,,,,,,,"H",,,,,,,,,"H",,"H","H",,,,,,,,"D on H","H","H",,,,,,,,,,"H",,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,"Ø","Ø",,,,,,,,,TRUE,"H",,,,,,,,,"HH",,"H","H",,,,,,,,"D on H","H","H",,,,,,,,,,"HH",,,,,,,,,"Ø","Ø",,,,,,,,,"H",,,,,,,,,"H",,"H","H",,,,,,,,"FloatingorClitic","H","H",,,,,,,,,,"H",,,,,,,,
438,"H","H",,,,,,,,,,,,"D",,,,,,,,"D","D",,,,"H",,,,,"H","H",,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,,,,"D",,,,,,"P",,"D","D",,,"H",,,,,,"H","H",,,,,,,,,,"P",,,,,,,,,"H","H",,,,,,,,,,,,"D",,,,,,,,"D","D",,,,"H",,,,,"H","H",,,,,,,,,,,,,,,,,,
442,"2","2",,,,,,,,,,,,,,,,,,"2",,"D","D",,,,,,,,"2","2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,,,,,,,"H+D",,"D","D",,,,,,,,"H+D","H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,"2",,"D","D",,,,,,,,"2","2","2",,,,,,,,,,"2",,,,,,,,
443,"D","D",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"d","d",,,,,,,,,FALSE,"Ø",,,"D",,,,,,"d",,"d","d",,,,,,,,,"d","d",,,,,,,,,,"d",,,,,,,,,"D","D",,,,,,,,,"Ø",,,"D",,,,,,"D",,"D","D",,,,,,,,,"D","D",,,,,,,,,,"D",,,,,,,,
454,"H","H",,,,,,,,,"Ø",,,"D",,,,,,"2",,,,,,,,,,,,"H","H",,,,,,,,,,"2",,,,,,,,,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"H","H",,,,,,,,,TRUE,"Ø",,,"D",,,,,,"h+d",,"H/D/DH","H/D/DH",,,,,,,,,"H","H",,,,,,,,,,"h+d",,,,,,,,,"H","H",,,,,,,,,"Ø",,,"D",,,,,,"2",,"2","2",,,,,,,,,"H","H",,,,,,,,,,"2",,,,,,,,
455,"2","2",,,,,,,,,,,,,,,,,,"2",,"D","D",,,,,,,,"H","2","2",,,,,,,,,,"2",,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,,,,,,,,,,"H+D",,"D","D",,,,,,,,"H","H+D","H+D",,,,,,,,,,"H+D",,,,,,,,,"2","2",,,,,,,,,,,,,,,,,,"2",,"D","D",,,,,,,,"H","2","2",,,,,,,,,,"2",,,,,,,,
456,"2","2",,,,,,,,,"H",,,"D",,,,,,"2",,"H","H",,,,,,,,"H","2","2",,,,,,,,,,"2",,,"D",,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"H+D","H+D",,,,,,,,,TRUE,"H",,,"D",,,,,,"H+D",,"H","H",,,,,,,,"H","H+D","H+D",,,,,,,,,,"H+D",,,"D",,,,,,"2","2",,,,,,,,,"H",,,"D",,,,,,"2",,"H","H",,,,,,,,"H","2","2",,,,,,,,,,"2",,,"D",,,,,
